Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Tennessee,"6,419,226","+/- 4,130","5,429,144","+/- 23,649","779,329","+/- 22,585","186,525","+/- 10,529","8,500","+/- 2,095","2,079","+/- 1,357","3,787","+/- 1,460","4,753","+/- 2,106","7,988","+/- 2,052","1,570",+/- 689,233,+/- 256,108,+/- 124,924,+/- 462,"18,886","+/- 3,545","18,553","+/- 3,562",720,+/- 491,"2,616","+/- 2,195","9,006","+/- 2,155","3,300","+/- 1,165","1,762","+/- 1,990","1,726","+/- 1,082","9,676","+/- 2,316","6,748","+/- 2,382",247,+/- 271,"1,836",+/- 934,"1,556",+/- 689,"5,950","+/- 1,614","1,669","+/- 1,012","11,146","+/- 3,321","3,539","+/- 1,091",40,+/- 67,99,+/- 147,966,+/- 764,475,+/- 458,"1,352",+/- 766,60,+/- 79,"2,937","+/- 1,235","9,730","+/- 2,652",58,+/- 69,"5,035","+/- 1,618","1,286",+/- 667,818,+/- 829,"3,508","+/- 1,218",155,+/- 201,"5,568","+/- 2,246",284,+/- 283,N/A,N/A,"12,023","+/- 2,824",506,+/- 424,37,+/- 52,"6,612","+/- 1,683","2,328","+/- 1,105",835,+/- 532,"2,809","+/- 1,575",126,+/- 193,"24,228",South_states
Texas,"26,087,349","+/- 7,700","21,658,382","+/- 58,836","3,695,565","+/- 53,762","548,034","+/- 19,346","8,404","+/- 2,036","7,252","+/- 2,436","19,224","+/- 4,037","16,844","+/- 3,714","66,318","+/- 7,774","18,979","+/- 3,593","2,129","+/- 1,242",679,+/- 670,"1,435",+/- 926,"32,619","+/- 4,787","19,988","+/- 3,856","5,694","+/- 2,442","1,811","+/- 1,020","28,900","+/- 5,615","10,255","+/- 3,083","4,033","+/- 1,563","9,225","+/- 2,639","5,496","+/- 1,995","29,042","+/- 4,690","1,053","+/- 1,050","10,564","+/- 3,806","5,391","+/- 1,496","9,969","+/- 2,876","6,721","+/- 2,431","7,023","+/- 2,434","13,310","+/- 2,677",649,+/- 548,"3,947","+/- 1,654","9,526","+/- 3,773","1,449",+/- 886,"8,689","+/- 2,159","22,695","+/- 5,753","19,935","+/- 4,228","14,589","+/- 3,314","1,062",+/- 479,"11,290","+/- 2,843","29,169","+/- 4,707","4,362","+/- 1,587","10,205","+/- 2,476","1,254",+/- 812,"7,217","+/- 2,081","1,290","+/- 1,383","14,363","+/- 3,371",N/A,N/A,"5,684","+/- 1,986",0,+/- 151,"14,313","+/- 2,521","11,124","+/- 2,921","1,578","+/- 1,313","6,646","+/- 2,032","4,640","+/- 2,083","185,368",South_states
Utah,"2,854,667","+/- 2,542","2,361,079","+/- 14,278","377,528","+/- 12,802","97,869","+/- 8,768",574,+/- 642,"1,341",+/- 881,"5,259","+/- 1,277","1,149","+/- 1,026","15,794","+/- 2,562","7,051","+/- 1,977",379,+/- 290,231,+/- 378,0,+/- 203,"3,142","+/- 1,839","2,626","+/- 1,249",666,+/- 545,"7,484","+/- 2,082","1,183",+/- 743,468,+/- 328,231,+/- 227,626,+/- 534,142,+/- 187,569,+/- 487,227,+/- 262,792,+/- 717,"1,386",+/- 698,"1,656","+/- 1,060",587,+/- 430,510,+/- 658,"1,825",+/- 898,"1,080",+/- 605,786,"+/- 1,127","7,708","+/- 3,673",0,+/- 185,434,+/- 412,"1,470",+/- 666,"2,676","+/- 2,092",779,+/- 415,217,+/- 212,"1,770","+/- 1,000","1,407",+/- 892,"2,757","+/- 1,482",885,+/- 437,795,+/- 889,971,+/- 650,96,+/- 108,"1,263",+/- 909,"5,635","+/- 1,897",N/A,N/A,329,+/- 534,"2,279",+/- 931,"4,316","+/- 1,405",0,+/- 190,618,+/- 391,"3,700","+/- 1,700","18,191",West_states
Vermont,"621,256",+/- 831,"542,002","+/- 5,677","53,684","+/- 4,844","23,180","+/- 2,623",27,+/- 44,0,+/- 147,138,+/- 118,11,+/- 20,896,+/- 462,751,+/- 555,"1,527",+/- 672,48,+/- 82,169,+/- 148,644,+/- 518,132,+/- 139,101,+/- 99,97,+/- 148,388,+/- 216,97,+/- 138,228,+/- 371,0,+/- 170,185,+/- 167,35,+/- 61,697,+/- 324,311,+/- 185,"4,121","+/- 1,167",92,+/- 151,9,+/- 17,53,+/- 68,176,+/- 205,345,+/- 361,200,+/- 198,152,+/- 207,"3,584","+/- 1,109",558,+/- 232,110,+/- 178,"3,019","+/- 1,038",553,+/- 289,0,+/- 149,455,+/- 385,0,+/- 157,268,+/- 259,818,+/- 576,190,+/- 161,14,+/- 26,0,+/- 155,114,+/- 144,509,+/- 355,436,+/- 473,N/A,N/A,416,+/- 215,386,+/- 376,0,+/- 190,52,+/- 55,68,+/- 79,"2,390",Northeast_states
Virginia,"8,163,664","+/- 5,516","6,874,626","+/- 28,924","962,359","+/- 28,924","266,348","+/- 12,779","4,894","+/- 2,063","2,226","+/- 1,337","3,518","+/- 1,287",790,+/- 564,"16,513","+/- 3,088","4,048","+/- 1,771","4,448","+/- 1,422","1,216",+/- 496,"9,389","+/- 1,731","23,161","+/- 4,741","12,566","+/- 3,145","3,842","+/- 1,571",327,+/- 321,"6,518","+/- 1,838","3,025",+/- 953,989,+/- 609,"2,719","+/- 1,222","3,273","+/- 1,105","1,318",+/- 704,890,+/- 465,"29,736","+/- 4,072","5,225","+/- 1,580","3,243",+/- 999,"1,337",+/- 734,"1,233",+/- 844,"2,811",+/- 994,404,+/- 322,819,+/- 964,637,+/- 478,449,+/- 273,"9,152","+/- 2,381",676,+/- 457,"14,647","+/- 3,044","22,524","+/- 3,294","1,651","+/- 1,755","5,821","+/- 1,456","1,534",+/- 722,455,+/- 342,"13,613","+/- 2,587","1,711",+/- 903,"9,525","+/- 2,884",88,+/- 147,"5,372","+/- 1,428","12,790","+/- 2,930","2,195","+/- 1,022",349,+/- 430,N/A,N/A,"5,051","+/- 1,816","6,047","+/- 1,758","1,524",+/- 782,59,+/- 87,"60,331",South_states
Washington,"6,888,552","+/- 4,605","5,700,703","+/- 29,511","927,367","+/- 25,300","208,215","+/- 12,437",686,+/- 422,"3,422","+/- 1,246","10,591","+/- 2,521","2,088","+/- 1,099","37,150","+/- 5,426","5,420","+/- 1,409",814,+/- 352,0,+/- 189,621,+/- 428,"7,437","+/- 2,151","6,831","+/- 3,407","4,546","+/- 1,590","9,196","+/- 2,855","6,827","+/- 2,242","1,521",+/- 805,"1,451",+/- 648,"1,285",+/- 831,"2,152","+/- 1,653",343,+/- 366,716,+/- 687,"3,312","+/- 1,482","2,192","+/- 1,151","2,437",+/- 865,"3,477","+/- 1,320",539,+/- 564,"3,420","+/- 1,023","3,134","+/- 1,102","1,353",+/- 756,"3,772","+/- 1,405",297,+/- 281,"2,121",+/- 980,"1,420",+/- 771,"3,728","+/- 1,076","4,541","+/- 2,144",551,+/- 372,"2,774","+/- 1,096","2,372","+/- 1,252","27,560","+/- 4,004","2,266","+/- 1,283",652,+/- 492,"1,947",+/- 885,"1,483","+/- 1,354","2,054",+/- 949,"13,742","+/- 3,236","5,536","+/- 2,109",167,+/- 212,"3,592","+/- 1,241",N/A,N/A,89,+/- 117,"4,190","+/- 1,503",400,+/- 325,"52,267",West_states
West Virginia,"1,837,863","+/- 1,643","1,621,269","+/- 9,601","161,679","+/- 7,576","51,957","+/- 4,368",196,+/- 158,707,+/- 622,62,+/- 103,67,+/- 95,"1,568","+/- 1,195",92,+/- 116,391,+/- 344,421,+/- 446,561,+/- 330,"3,018","+/- 1,042","1,320",+/- 680,0,+/- 185,178,+/- 252,535,+/- 217,335,+/- 286,0,+/- 157,0,+/- 170,"1,977","+/- 1,038",0,+/- 203,0,+/- 165,"8,320","+/- 2,812",62,+/- 95,978,+/- 598,232,+/- 273,0,+/- 208,153,+/- 190,64,+/- 117,176,+/- 270,10,+/- 18,328,+/- 459,"1,527",+/- 895,271,+/- 440,"1,197",+/- 555,"2,230",+/- 819,0,+/- 149,"9,284","+/- 2,058",111,+/- 126,103,+/- 170,"5,216","+/- 1,256",0,+/- 200,"1,425",+/- 752,0,+/- 155,"1,235",+/- 662,"1,199",+/- 547,177,+/- 284,27,+/- 47,"6,045","+/- 1,629",49,+/- 84,N/A,N/A,110,+/- 148,0,+/- 193,"2,958",South_states
Wisconsin,"5,681,024","+/- 3,027","4,872,672","+/- 19,472","688,588","+/- 20,478","100,846","+/- 7,050",294,+/- 252,516,+/- 606,"3,749","+/- 1,387",150,+/- 145,"5,149","+/- 1,811","1,528",+/- 787,129,+/- 148,0,+/- 189,58,+/- 95,"4,423","+/- 1,098",932,+/- 482,723,+/- 691,131,+/- 138,"25,364","+/- 3,287","1,515",+/- 602,"4,172","+/- 1,374",537,+/- 450,"1,027",+/- 578,142,+/- 119,921,+/- 962,609,+/- 457,654,+/- 370,"5,920","+/- 1,171","15,722","+/- 2,601",477,+/- 438,"1,089",+/- 564,583,+/- 572,345,+/- 277,898,+/- 627,215,+/- 238,976,+/- 547,692,+/- 467,"1,056",+/- 486,"2,250",+/- 851,881,+/- 420,"3,331","+/- 1,271",668,+/- 469,730,+/- 603,"1,384",+/- 763,61,+/- 103,524,+/- 406,264,+/- 233,"3,223","+/- 1,347","3,799","+/- 1,181",73,+/- 74,110,+/- 99,804,+/- 389,"1,616",+/- 705,389,+/- 511,N/A,N/A,43,+/- 39,"18,918",Midwest_states
Wyoming,"575,933","+/- 1,244","469,511","+/- 7,193","76,905","+/- 6,557","27,584","+/- 3,195",40,+/- 79,11,+/- 19,"1,081",+/- 679,34,+/- 61,"2,951","+/- 1,627","3,387","+/- 1,131",15,+/- 29,0,+/- 189,0,+/- 203,286,+/- 270,441,+/- 528,515,+/- 535,"1,236",+/- 686,450,+/- 364,727,+/- 632,100,+/- 111,594,+/- 459,0,+/- 189,415,+/- 382,98,+/- 175,0,+/- 197,415,+/- 441,905,"+/- 1,106",399,+/- 463,0,+/- 208,"1,274","+/- 1,421","1,612",+/- 952,517,+/- 515,42,+/- 57,0,+/- 185,0,+/- 200,199,+/- 282,"1,564",+/- 808,512,+/- 779,139,+/- 202,149,+/- 208,172,+/- 186,"2,215","+/- 1,275",436,+/- 368,0,+/- 200,302,+/- 486,572,+/- 375,262,+/- 360,964,+/- 621,"1,395","+/- 1,076",95,+/- 157,15,+/- 30,867,+/- 639,0,+/- 190,181,+/- 207,N/A,N/A,"1,933",West_states
Puerto Rico,"3,579,220","+/- 2,941","3,329,074","+/- 12,018","221,047","+/- 10,899","24,652","+/- 3,657",293,+/- 473,0,+/- 147,92,+/- 148,0,+/- 192,713,+/- 598,0,+/- 195,"1,202",+/- 867,77,+/- 121,0,+/- 203,"6,238","+/- 1,791",16,+/- 29,24,+/- 39,0,+/- 193,117,+/- 168,45,+/- 73,0,+/- 157,670,+/- 676,0,+/- 189,162,+/- 279,0,+/- 165,142,+/- 104,"1,663",+/- 988,87,+/- 158,43,+/- 54,160,+/- 261,0,+/- 184,0,+/- 165,234,+/- 211,0,+/- 206,0,+/- 185,"1,970","+/- 1,175",0,+/- 195,"2,898","+/- 1,065",690,+/- 687,0,+/- 149,314,+/- 257,346,+/- 283,0,+/- 200,"3,335","+/- 1,519",0,+/- 200,84,+/- 139,0,+/- 155,67,+/- 118,"1,193",+/- 719,0,+/- 185,0,+/- 151,964,"+/- 1,109",0,+/- 198,0,+/- 190,813,+/- 698,0,+/- 193,"4,447",NaN
